iter	Passed	Remaining
296	1108	2623
297	1112	2619
298	1114	2612
299	1117	2606
300	1121	2603
301	1124	2599
302	1128	2595
303	1131	2590
304	1136	2589
305	1141	2588
306	1146	2587
307	1151	2587
308	1158	2589
309	1164	2592
310	1172	2597
311	1179	2600
312	1186	2604
313	1192	2605
314	1199	2609
315	1206	2612
316	1215	2618
317	1223	2622
318	1228	2621
319	1232	2618
320	1236	2614
321	1239	2610
322	1242	2603
323	1244	2596
324	1247	2591
325	1250	2586
326	1254	2581
327	1256	2574
328	1259	2568
329	1262	2563
330	1266	2558
331	1269	2553
332	1271	2546
333	1273	2540
334	1277	2534
335	1280	2530
336	1283	2524
337	1285	2517
338	1287	2511
339	1290	2505
340	1294	2501
341	1297	2495
342	1299	2489
343	1302	2483
344	1305	2477
345	1308	2473
346	1311	2468
347	1315	2463
348	1319	2460
349	1322	2456
350	1326	2451
351	1330	2448
352	1334	2446
353	1337	2441
354	1342	2438
355	1346	2436
356	1350	2432
357	1354	2428
358	1357	2424
359	1362	2421
360	1366	2419
361	1370	2415
362	1374	2412
363	1379	2409
364	1382	2404
365	1386	2401
366	1391	2399
367	1394	2394
368	1396	2388
369	1399	2382
370	1402	2378
371	1406	2374
372	1409	2369
373	1412	2363
374	1415	2358
375	1420	2357
376	1424	2354
377	1427	2348
378	1430	2343
379	1433	2339
380	1436	2333
381	1439	2328
382	1441	2322
383	1444	2317
384	1447	2312
385	1451	2308
386	1453	2302
387	1455	2296
388	1459	2292
389	1462	2287
390	1465	2282
391	1467	2276
392	1470	2270
393	1473	2266
394	1477	2262
395	1480	2257
396	1482	2252
397	1486	2247
398	1490	2245
399	1493	2239
400	1495	2233
401	1498	2229
402	1501	2223
403	1505	2220
404	1507	2214
405	1509	2208
406	1512	2203
407	1515	2198
408	1518	2194
409	1521	2189
410	1523	2183
411	1525	2177
412	1529	2173
413	1532	2168
414	1535	2164
415	1537	2158
416	1540	2153
417	1543	2148
418	1546	2144
419	1549	2139
420	1552	2134
421	1554	2129
422	1557	2124
423	1561	2121
424	1564	2116
425	1567	2111
426	1569	2106
427	1573	2102
428	1576	2098
429	1580	2095
430	1583	2090
431	1587	2087
432	1591	2084
433	1595	2080
434	1597	2075
435	1601	2071
436	1604	2067
437	1607	2062
438	1610	2057
439	1612	2052
440	1616	2048
441	1618	2043
442	1621	2039
443	1624	2034
444	1626	2028
445	1630	2025
446	1633	2020
447	1636	2016
448	1638	2011
449	1641	2005
450	1646	2003
451	1651	2002
452	1655	1998
453	1660	1996
454	1664	1994
455	1669	1991
456	1675	1991
457	1681	1990
458	1687	1988
459	1693	1987
460	1697	1984
461	1700	1980
462	1704	1976
463	1707	1972
464	1710	1967
465	1712	1962
466	1715	1957
467	1718	1953
468	1721	1948
469	1724	1944
470	1726	1939
471	1729	1935
472	1733	1931
473	1735	1926
474	1738	1921
475	1740	1916
476	1743	1911
477	1746	1907
478	1749	1902
479	1752	1898
480	1754	1893
481	1759	1890
482	1763	1887
483	1766	1883
484	1769	1878
485	1773	1875
486	1776	1871
487	1779	1867
488	1782	1862
489	1784	1857
490	1788	1853
491	1791	1849
492	1794	1845
493	1796	1839
494	1798	1835
495	1802	1831
496	1805	1826
497	1808	1822
498	1810	1817
499	1813	1813
500	1816	1809
501	1819	1805
502	1822	1800
503	1824	1795
504	1828	1791
505	1831	1788
506	1834	1783
507	1837	1779
508	1839	1774
509	1842	1770
510	1846	1766
511	1848	1761
512	1851	1757
513	1854	1753
514	1857	1749
515	1860	1745
516	1863	1740
517	1865	1736
518	1868	1731
519	1871	1727
520	1874	1723
521	1877	1719
522	1879	1714
523	1882	1710
524	1886	1706
525	1889	1702
526	1892	1698
527	1894	1693
528	1897	1689
529	1900	1685
530	1903	1681
531	1906	1677
532	1909	1672
533	1912	1668
534	1915	1664
535	1918	1660
536	1920	1656
537	1923	1651
538	1925	1646
539	1928	1643
540	1931	1638
541	1934	1634
542	1936	1630
543	1938	1625
544	1941	1621
545	1944	1617
546	1947	1612
547	1949	1608
548	1952	1603
549	1954	1599
550	1957	1595
551	1960	1591
552	1962	1586
553	1965	1582
554	1967	1577
555	1970	1573
556	1973	1569
557	1977	1566
558	1979	1562
559	1983	1558
560	1987	1555
561	1991	1551
562	1993	1547
563	1996	1543
564	2001	1540
565	2004	1537
566	2007	1533
567	2010	1529
568	2014	1526
569	2018	1522
570	2020	1518
571	2024	1514
572	2027	1510
573	2030	1507
574	2033	1502
575	2035	1498
576	2038	1494
577	2041	1490
578	2044	1486
579	2047	1482
580	2049	1478
581	2053	1474
582	2056	1470
583	2059	1466
584	2061	1462
585	2064	1458
586	2067	1454
587	2070	1450
588	2073	1446
589	2076	1442
590	2078	1438
591	2081	1434
592	2085	1431
593	2088	1427
594	2090	1423
595	2092	1418
596	2095	1414
597	2099	1411
598	2102	1407
599	2105	1403
600	2108	1399
601	2111	1395
602	2114	1392
603	2117	1388
604	2120	1384
605	2122	1380
606	2126	1376
607	2129	1372
608	2132	1369
609	2134	1364
610	2137	1360
611	2141	1357
612	2144	1353
613	2147	1349
614	2149	1345
615	2152	1341
616	2156	1338
617	2158	1334
618	2161	1330
619	2164	1326
620	2167	1322
621	2170	1319
622	2173	1315
623	2176	1311
624	2179	1307
625	2182	1303
626	2185	1300
627	2188	1296
628	2190	1292
629	2193	1288
630	2196	1284
631	2199	1280
632	2202	1276
633	2205	1273
634	2207	1268
635	2211	1265
636	2214	1261
637	2216	1257
638	2218	1253
639	2222	1249
640	2226	1246
641	2229	1243
642	2231	1239
643	2234	1235
644	2237	1231
645	2242	1228
646	2244	1224
647	2248	1221
648	2251	1217
649	2256	1215
650	2259	1211
651	2262	1207
652	2266	1204
653	2274	1203
654	2281	1201
655	2285	1198
656	2288	1194
657	2301	1196
658	2305	1193
659	2308	1189
660	2312	1185
661	2314	1181
662	2317	1177
663	2320	1173
664	2323	1170
665	2326	1166
666	2328	1162
667	2331	1158
668	2333	1154
669	2336	1150
670	2340	1147
671	2343	1143
672	2345	1139
673	2348	1135
674	2351	1132
675	2355	1128
676	2358	1125
677	2360	1121
678	2364	1117
679	2367	1114
680	2370	1110
681	2372	1106
682	2375	1102
683	2378	1099
684	2384	1096
685	2387	1092
686	2389	1088
687	2393	1085
688	2397	1082
689	2401	1078
690	2405	1075
691	2409	1072
692	2411	1068
693	2414	1064
694	2416	1060
695	2420	1057
696	2423	1053
697	2426	1049
698	2428	1045
699	2431	1041
700	2434	1038
701	2437	1034
702	2440	1031
703	2443	1027
704	2445	1023
705	2448	1019
706	2451	1016
707	2454	1012
708	2456	1008
709	2459	1004
710	2462	1000
711	2465	997
712	2468	993
713	2470	989
714	2472	985
715	2475	982
716	2479	978
717	2482	974
718	2484	971
719	2487	967
720	2490	963
721	2493	960
722	2496	956
723	2499	952
724	2501	948
725	2504	945
726	2507	941
727	2510	938
728	2513	934
729	2516	930
730	2518	926
731	2522	923
732	2525	920
733	2528	916
734	2531	912
735	2534	909
736	2537	905
737	2540	901
738	2542	898
739	2545	894
740	2548	890
741	2551	887
742	2554	883
743	2557	879
744	2560	876
745	2563	872
746	2567	869
747	2569	865
748	2572	861
749	2575	858
750	2578	855
751	2582	851
752	2585	848
753	2589	844
754	2593	841
755	2596	837
756	2598	834
757	2601	830
758	2603	826
759	2607	823
760	2610	819
761	2612	816
762	2615	812
763	2618	808
764	2622	805
765	2624	801
766	2627	798
767	2629	794
768	2633	791
769	2636	787
770	2639	783
771	2641	780
772	2643	776
773	2646	772
774	2650	769
775	2652	765
776	2655	762
777	2657	758
778	2660	754
779	2663	751
780	2666	747
781	2669	744
782	2672	740
783	2674	736
784	2678	733
785	2681	730
786	2684	726
787	2687	722
788	2690	719
789	2693	716
790	2696	712
791	2699	708
792	2702	705
793	2705	702
794	2709	698
795	2711	694
796	2714	691
797	2717	687
798	2720	684
799	2723	680
800	2726	677
801	2729	673
802	2732	670
803	2736	667
804	2739	663
805	2742	660
806	2745	656
807	2749	653
808	2752	649
809	2755	646
810	2758	642
811	2762	639
812	2766	636
813	2768	632
814	2771	629
815	2774	625
816	2777	622
817	2779	618
818	2782	614
819	2784	611
820	2787	607
821	2790	604
822	2794	600
823	2796	597
824	2799	593
825	2803	590
826	2806	586
827	2809	583
828	2811	579
829	2815	576
830	2819	573
831	2824	570
832	2827	566
833	2831	563
834	2835	560
835	2838	556
836	2841	553
837	2844	549
838	2848	546
839	2851	543
840	2854	539
841	2857	536
842	2860	532
843	2863	529
844	2867	525
845	2869	522
846	2872	518
847	2877	515
848	2880	512
849	2883	508
850	2885	505
851	2890	502
852	2893	498
853	2896	495
854	2898	491
855	2902	488
856	2906	484
857	2908	481
858	2911	477
859	2914	474
860	2917	471
861	2921	467
862	2923	464
863	2926	460
864	2929	457
865	2932	453
866	2936	450
867	2938	446
868	2941	443
869	2944	439
870	2947	436
871	2951	433
872	2954	429
873	2957	426
874	2960	422
875	2964	419
876	2968	416
877	2971	412
878	2976	409
879	2981	406
880	2987	403
881	2992	400
882	2996	397
883	2999	393
884	3003	390
885	3006	386
886	3009	383
887	3012	379
888	3015	376
889	3035	375
890	3038	371
891	3040	368
892	3043	364
893	3046	361
894	3050	357
895	3053	354
896	3056	350
897	3059	347
898	3063	344
899	3066	340
900	3070	337
901	3074	334
902	3079	330
903	3082	327
904	3086	323
905	3090	320
906	3093	317
907	3096	313
908	3099	310
909	3101	306
910	3105	303
911	3108	299
912	3110	296
913	3113	292
914	3116	289
915	3119	286
916	3122	282
917	3125	279
918	3127	275
919	3129	272
920	3133	268
921	3136	265
922	3139	261
923	3141	258
924	3144	254
925	3147	251
926	3150	248
927	3153	244
928	3155	241
929	3157	237
930	3161	234
931	3164	230
932	3167	227
933	3169	223
934	3172	220
935	3176	217
936	3179	213
937	3181	210
938	3184	206
939	3186	203
940	3189	199
941	3192	196
942	3195	193
943	3197	189
944	3199	186
945	3203	182
946	3207	179
947	3209	176
948	3212	172
949	3214	169
950	3217	165
951	3220	162
952	3222	158
953	3225	155
954	3227	152
955	3231	148
956	3234	145
957	3236	141
958	3239	138
959	3241	135
960	3244	131
961	3248	128
962	3251	124
963	3253	121
964	3255	118
965	3258	114
966	3262	111
967	3264	107
968	3267	104
969	3269	101
970	3272	97
971	3275	94
972	3278	90
973	3281	87
974	3283	84
975	3286	80
976	3289	77
977	3292	74
978	3295	70
979	3297	67
980	3299	63
981	3303	60
982	3306	57
983	3308	53
984	3311	50
985	3313	47
986	3316	43
987	3319	40
988	3322	36
989	3325	33
990	3328	30
991	3331	26
992	3334	23
993	3337	20
994	3339	16
995	3343	13
996	3347	10
997	3350	6
998	3355	3
999	3359	0
